Radionuclide,Element,Z,A,Metastable_state,Half_life,Half_life_units,Half_life_s,Half_life_readable,Num_decay_modes,Mode_1,Fraction_1,Progeny_1,Mode_2,Fraction_2,Progeny_2,Mode_3,Fraction_3,Progeny_3,Mode_4,Fraction_4,Progeny_4
Ac-223,Ac,89,223,,2.10,m,126.0,2.10 m,1,α,0.99,Fr-219,,,,,,,,,
Ac-224,Ac,89,224,,2.78,h,10008.0,2.78 h,2,EC,0.909,Ra-224,α,0.091,Fr-220,,,,,,
Ac-225,Ac,89,225,,10.0,d,864000.0,10.0 d,1,α,1.0,Fr-221,,,,,,,,,
Ac-226,Ac,89,226,,29.37,h,105732.0,29.37 h,3,β-,0.83,Th-226,EC,0.17,Ra-226,α,6e-05,Fr-222,,,
Ac-227,Ac,89,227,,21.772,y,687057394.61376,21.772 y,2,β-,0.9862,Th-227,α,0.0138,Fr-223,,,,,,
Ac-228,Ac,89,228,,6.15,h,22140.0,6.15 h,1,β-,1.0,Th-228,,,,,,,,,
Ac-230,Ac,89,230,,122,s,122.0,122 s,1,β-,1.0,Th-230,,,,,,,,,
Ac-231,Ac,89,231,,7.5,m,450.0,7.5 m,1,β-,1.0,Th-231,,,,,,,,,
Ac-232,Ac,89,232,,119,s,119.0,119 s,1,β-,1.0,Th-232,,,,,,,,,
Ac-233,Ac,89,233,,145,s,145.0,145 s,1,β-,1.0,Th-233,,,,,,,,,
Ag-100m,Ag,47,100,m,2.24,m,134.4,2.24 m,1,β+ & EC,1.0,Pd-100,,,,,,,,,
Ag-101,Ag,47,101,,11.1,m,666.0,11.1 m,1,β+ & EC,1.0,Pd-101,,,,,,,,,
Ag-102,Ag,47,102,,12.9,m,774.0,12.9 m,1,β+ & EC,1.0,Pd-102,,,,,,,,,
Ag-102m,Ag,47,102,m,7.7,m,462.0,7.7 m,2,IT,0.49,Ag-102,β+ & EC,0.51,Pd-102,,,,,,
Ag-103,Ag,47,103,,65.7,m,3942.0,65.7 m,1,β+ & EC,1.0,Pd-103,,,,,,,,,
Ag-104,Ag,47,104,,69.2,m,4152.0,69.2 m,1,β+ & EC,1.0,Pd-104,,,,,,,,,
Ag-104m,Ag,47,104,m,33.5,m,2010.0,33.5 m,2,IT,0.0007,Ag-104,β+ & EC,0.9993,Pd-104,,,,,,
Ag-105,Ag,47,105,,41.29,d,3567456.0,41.29 d,1,EC,1.0,Pd-105,,,,,,,,,
Ag-105m,Ag,47,105,m,7.23,m,433.8,7.23 m,2,IT,0.9966,Ag-105,β+ & EC,0.0034,Pd-105,,,,,,
Ag-106,Ag,47,106,,23.96,m,1437.6000000000001,23.96 m,2,β+ & EC,0.99,Pd-106,β-,0.01,Cd-106,,,,,,
Ag-106m,Ag,47,106,m,8.28,d,715392.0,8.28 d,1,EC,1.0,Pd-106,,,,,,,,,
Ag-108,Ag,47,108,,2.37,m,142.20000000000002,2.37 m,2,β-,0.9715,Cd-108,β+ & EC,0.0285,Pd-108,,,,,,
Ag-108m,Ag,47,108,m,418,y,13190795101.44,418 y,2,IT,0.087,Ag-108,EC,0.913,Pd-108,,,,,,
Ag-109m,Ag,47,109,m,39.6,s,39.6,39.6 s,1,IT,1.0,Ag-109,,,,,,,,,
Ag-110,Ag,47,110,,24.6,s,24.6,24.6 s,2,β-,0.997,Cd-110,EC,0.003,Pd-110,,,,,,
Ag-110m,Ag,47,110,m,249.76,d,21579264.0,249.76 d,2,IT,0.0136,Ag-110,β-,0.9864,Cd-110,,,,,,
Ag-111,Ag,47,111,,7.45,d,643680.0,7.45 d,1,β-,1.0,Cd-111,,,,,,,,,
Ag-111m,Ag,47,111,m,64.8,s,64.8,64.8 s,2,IT,0.993,Ag-111,β-,0.007,Cd-111,,,,,,
Ag-112,Ag,47,112,,3.130,h,11268.0,3.130 h,1,β-,1.0,Cd-112,,,,,,,,,
Ag-113,Ag,47,113,,5.37,h,19332.0,5.37 h,2,β-,0.98261,Cd-113,β-,0.017388,Cd-113m,,,,,,
Ag-113m,Ag,47,113,m,68.7,s,68.7,68.7 s,2,IT,0.64,Ag-113,β-,0.36,Cd-113,,,,,,
Ag-114,Ag,47,114,,4.6,s,4.6,4.6 s,1,β-,1.0,Cd-114,,,,,,,,,
Ag-115,Ag,47,115,,20.0,m,1200.0,20.0 m,2,β-,0.9421,Cd-115,β-,0.05787,Cd-115m,,,,,,
Ag-116,Ag,47,116,,2.68,m,160.8,2.68 m,1,β-,1.0,Cd-116,,,,,,,,,
Ag-117,Ag,47,117,,73.6,s,73.6,73.6 s,2,β-,0.84703,Cd-117,β-,0.15297,Cd-117m,,,,,,
Ag-99,Ag,47,99,,124,s,124.0,124 s,1,β+ & EC,1.0,Pd-99,,,,,,,,,
Al-26,Al,13,26,,7.17E+5,y,22626315999360.0,0.717 My,1,β+ & EC,1.0,Mg-26,,,,,,,,,
Al-28,Al,13,28,,2.2414,m,134.484,2.2414 m,1,β-,1.0,Si-28,,,,,,,,,
Al-29,Al,13,29,,6.56,m,393.59999999999997,6.56 m,1,β-,1.0,Si-29,,,,,,,,,
Am-237,Am,95,237,,73.0,m,4380.0,73.0 m,2,EC,0.99975,Pu-237,α,0.00025,Np-233,,,,,,
Am-238,Am,95,238,,98,m,5880.0,98 m,2,β+ & EC,1.0,Pu-238,α,1e-06,Np-234,,,,,,
Am-239,Am,95,239,,11.9,h,42840.0,11.9 h,2,EC,0.9999,Pu-239,α,0.0001,Np-235,,,,,,
Am-240,Am,95,240,,50.8,h,182880.0,50.8 h,2,EC,1.0,Pu-240,α,1.9e-06,Np-236,,,,,,
Am-241,Am,95,241,,432.2,y,13638903451.776001,432.2 y,1,α,1.0,Np-237,,,,,,,,,
Am-242,Am,95,242,,16.02,h,57672.0,16.02 h,2,β-,0.827,Cm-242,EC,0.173,Pu-242,,,,,,
Am-242m,Am,95,242,m,141,y,4449526577.280001,141 y,2,IT,0.9955,Am-242,α,0.0045,Np-238,,,,,,
Am-243,Am,95,243,,7.37E+3,y,232574545209.6,7.37 ky,1,α,1.0,Np-239,,,,,,,,,
Am-244,Am,95,244,,10.1,h,36360.0,10.1 h,1,β-,1.0,Cm-244,,,,,,,,,
Am-244m,Am,95,244,m,26,m,1560.0,26 m,1,β-,0.9996,Cm-244,,,,,,,,,
Am-245,Am,95,245,,2.05,h,7379.999999999999,2.05 h,1,β-,1.0,Cm-245,,,,,,,,,
Am-246,Am,95,246,,39,m,2340.0,39 m,1,β-,1.0,Cm-246,,,,,,,,,
Am-246m,Am,95,246,m,25.0,m,1500.0,25.0 m,1,β-,1.0,Cm-246,,,,,,,,,
Am-247,Am,95,247,,23.0,m,1380.0,23.0 m,1,β-,1.0,Cm-247,,,,,,,,,
Ar-37,Ar,18,37,,35.04,d,3027456.0,35.04 d,1,EC,1.0,Cl-37,,,,,,,,,
Ar-39,Ar,18,39,,269,y,8488813115.52,269 y,1,β-,1.0,K-39,,,,,,,,,
Ar-41,Ar,18,41,,109.61,m,6576.6,109.61 m,1,β-,1.0,K-41,,,,,,,,,
Ar-42,Ar,18,42,,32.9,y,1038222868.0320001,32.9 y,1,β-,1.0,K-42,,,,,,,,,
Ar-43,Ar,18,43,,5.37,m,322.2,5.37 m,1,β-,1.0,K-43,,,,,,,,,
Ar-44,Ar,18,44,,11.87,m,712.1999999999999,11.87 m,1,β-,1.0,K-44,,,,,,,,,
As-68,As,33,68,,151.6,s,151.6,151.6 s,1,β+ & EC,1.0,Ge-68,,,,,,,,,
As-69,As,33,69,,15.23,m,913.8000000000001,15.23 m,1,β+ & EC,1.0,Ge-69,,,,,,,,,
As-70,As,33,70,,52.6,m,3156.0,52.6 m,1,β+ & EC,1.0,Ge-70,,,,,,,,,
As-71,As,33,71,,65.28,h,235008.0,65.28 h,1,β+ & EC,1.0,Ge-71,,,,,,,,,
As-72,As,33,72,,26.0,h,93600.0,26.0 h,1,β+ & EC,1.0,Ge-72,,,,,,,,,
As-73,As,33,73,,80.30,d,6937920.0,80.30 d,1,EC,1.0,Ge-73,,,,,,,,,
As-74,As,33,74,,17.77,d,1535328.0,17.77 d,2,β+ & EC,0.66,Ge-74,β-,0.34,Se-74,,,,,,
As-76,As,33,76,,1.0778,d,93121.92000000001,1.0778 d,1,β-,1.0,Se-76,,,,,,,,,
As-77,As,33,77,,38.83,h,139788.0,38.83 h,1,β-,1.0,Se-77,,,,,,,,,
As-78,As,33,78,,90.7,m,5442.0,90.7 m,1,β-,1.0,Se-78,,,,,,,,,
As-79,As,33,79,,9.01,m,540.6,9.01 m,2,β-,0.97188,Se-79m,β-,0.028121,Se-79,,,,,,
At-204,At,85,204,,9.2,m,552.0,9.2 m,2,β+ & EC,0.962,Po-204,α,0.038,Bi-200,,,,,,
At-205,At,85,205,,26.2,m,1572.0,26.2 m,2,β+ & EC,0.9,Po-205,α,0.1,Bi-201,,,,,,
At-206,At,85,206,,30.6,m,1836.0,30.6 m,2,β+ & EC,0.9911,Po-206,α,0.0089,Bi-202,,,,,,
At-207,At,85,207,,1.80,h,6480.0,1.80 h,2,β+ & EC,0.914,Po-207,α,0.086,Bi-203,,,,,,
At-208,At,85,208,,1.63,h,5868.0,1.63 h,2,β+ & EC,0.9945,Po-208,α,0.0055,Bi-204,,,,,,
At-209,At,85,209,,5.41,h,19476.0,5.41 h,2,β+ & EC,0.959,Po-209,α,0.041,Bi-205,,,,,,
At-210,At,85,210,,8.1,h,29160.0,8.1 h,2,β+ & EC,0.99825,Po-210,α,0.00175,Bi-206,,,,,,
At-211,At,85,211,,7.214,h,25970.4,7.214 h,2,EC,0.582,Po-211,α,0.418,Bi-207,,,,,,
At-215,At,85,215,,1.00E-4,s,0.0001,0.100 ms,1,α,1.0,Bi-211,,,,,,,,,
At-216,At,85,216,,3.00E-4,s,0.0003,0.300 ms,1,α,1.0,Bi-212,,,,,,,,,
At-217,At,85,217,,3.23E-2,s,0.0323,32.3 ms,1,α,0.99988,Bi-213,,,,,,,,,
At-218,At,85,218,,1.5,s,1.5,1.5 s,2,α,0.999,Bi-214,β-,0.001,Rn-218,,,,,,
At-219,At,85,219,,56,s,56.0,56 s,1,α,0.97,Bi-215,,,,,,,,,
At-220,At,85,220,,3.71,m,222.6,3.71 m,2,β-,0.92,Rn-220,α,0.08,Bi-216,,,,,,
Au-186,Au,79,186,,10.7,m,642.0,10.7 m,1,β+ & EC,1.0,Pt-186,,,,,,,,,
Au-187,Au,79,187,,8.4,m,504.0,8.4 m,2,β+ & EC,1.0,Pt-187,α,3e-05,Ir-183,,,,,,
Au-190,Au,79,190,,42.8,m,2568.0,42.8 m,1,β+ & EC,1.0,Pt-190,,,,,,,,,
Au-191,Au,79,191,,3.18,h,11448.0,3.18 h,1,β+ & EC,1.0,Pt-191,,,,,,,,,
Au-192,Au,79,192,,4.94,h,17784.0,4.94 h,1,β+ & EC,1.0,Pt-192,,,,,,,,,
Au-193,Au,79,193,,17.65,h,63539.99999999999,17.65 h,1,EC,1.0,Pt-193,,,,,,,,,
Au-193m,Au,79,193,m,3.9,s,3.9,3.9 s,2,IT,0.9997,Au-193,EC,0.0003,Pt-193m,,,,,,
Au-194,Au,79,194,,38.02,h,136872.0,38.02 h,1,β+ & EC,1.0,Pt-194,,,,,,,,,
Au-195,Au,79,195,,186.098,d,16078867.200000001,186.098 d,1,EC,1.0,Pt-195,,,,,,,,,
Au-195m,Au,79,195,m,30.5,s,30.5,30.5 s,1,IT,1.0,Au-195,,,,,,,,,
Au-196,Au,79,196,,6.183,d,534211.2,6.183 d,2,EC,0.928,Pt-196,β-,0.072,Hg-196,,,,,,
Au-196m,Au,79,196,m,9.6,h,34560.0,9.6 h,1,IT,1.0,Au-196,,,,,,,,,
Au-198,Au,79,198,,2.69517,d,232862.688,2.69517 d,1,β-,1.0,Hg-198,,,,,,,,,
Au-198m,Au,79,198,m,2.27,d,196128.0,2.27 d,1,IT,1.0,Au-198,,,,,,,,,
Au-199,Au,79,199,,3.139,d,271209.6,3.139 d,1,β-,1.0,Hg-199,,,,,,,,,
Au-200,Au,79,200,,48.4,m,2904.0,48.4 m,1,β-,1.0,Hg-200,,,,,,,,,
Au-200m,Au,79,200,m,18.7,h,67320.0,18.7 h,2,IT,0.18,Au-200,β-,0.82,Hg-200,,,,,,
Au-201,Au,79,201,,26,m,1560.0,26 m,1,β-,1.0,Hg-201,,,,,,,,,
Au-202,Au,79,202,,28.8,s,28.8,28.8 s,1,β-,1.0,Hg-202,,,,,,,,,
Ba-124,Ba,56,124,,11.0,m,660.0,11.0 m,1,β+ & EC,1.0,Cs-124,,,,,,,,,
Ba-126,Ba,56,126,,100,m,6000.0,100 m,1,β+ & EC,1.0,Cs-126,,,,,,,,,
Ba-127,Ba,56,127,,12.7,m,762.0,12.7 m,1,β+ & EC,1.0,Cs-127,,,,,,,,,
Ba-128,Ba,56,128,,2.43,d,209952.0,2.43 d,1,EC,1.0,Cs-128,,,,,,,,,
Ba-129,Ba,56,129,,2.23,h,8028.0,2.23 h,1,β+ & EC,1.0,Cs-129,,,,,,,,,
Ba-129m,Ba,56,129,m,2.16,h,7776.000000000001,2.16 h,1,β+ & EC,1.0,Cs-129,,,,,,,,,
Ba-131,Ba,56,131,,11.50,d,993600.0,11.50 d,1,EC,1.0,Cs-131,,,,,,,,,
Ba-131m,Ba,56,131,m,14.6,m,876.0,14.6 m,1,IT,1.0,Ba-131,,,,,,,,,
Ba-133,Ba,56,133,,10.52,y,331978862.3616,10.52 y,1,EC,1.0,Cs-133,,,,,,,,,
Ba-133m,Ba,56,133,m,38.9,h,140040.0,38.9 h,2,IT,0.9999,Ba-133,EC,9.6e-05,Cs-133,,,,,,
Ba-135m,Ba,56,135,m,28.7,h,103320.0,28.7 h,1,IT,1.0,Ba-135,,,,,,,,,
Ba-137m,Ba,56,137,m,2.552,m,153.12,2.552 m,1,IT,1.0,Ba-137,,,,,,,,,
Ba-139,Ba,56,139,,83.06,m,4983.6,83.06 m,1,β-,1.0,La-139,,,,,,,,,
Ba-140,Ba,56,140,,12.752,d,1101772.8,12.752 d,1,β-,1.0,La-140,,,,,,,,,
Ba-141,Ba,56,141,,18.27,m,1096.2,18.27 m,1,β-,1.0,La-141,,,,,,,,,
Ba-142,Ba,56,142,,10.6,m,636.0,10.6 m,1,β-,1.0,La-142,,,,,,,,,
Be-10,Be,4,10,,1.51E+6,y,47650958380800.0,1.51 My,1,β-,1.0,B-10,,,,,,,,,
Be-7,Be,4,7,,53.22,d,4598208.0,53.22 d,1,EC,1.0,Li-7,,,,,,,,,
Bi-197,Bi,83,197,,9.3,m,558.0,9.3 m,2,β+ & EC,0.56103,Pb-197,β+ & EC,0.43897,Pb-197m,,,,,,
Bi-200,Bi,83,200,,36.4,m,2184.0,36.4 m,1,β+ & EC,1.0,Pb-200,,,,,,,,,
Bi-201,Bi,83,201,,108,m,6480.0,108 m,2,β+ & EC,0.54833,Pb-201,β+ & EC,0.45167,Pb-201m,,,,,,
Bi-202,Bi,83,202,,1.72,h,6192.0,1.72 h,1,β+ & EC,1.0,Pb-202,,,,,,,,,
Bi-203,Bi,83,203,,11.76,h,42336.0,11.76 h,1,β+ & EC,1.0,Pb-203,,,,,,,,,
Bi-204,Bi,83,204,,11.22,h,40392.0,11.22 h,2,β+ & EC,0.098525,Pb-204m,β+ & EC,0.90148,Pb-204,,,,,,
Bi-205,Bi,83,205,,15.31,d,1322784.0,15.31 d,1,β+ & EC,1.0,Pb-205,,,,,,,,,
Bi-206,Bi,83,206,,6.243,d,539395.2000000001,6.243 d,1,β+ & EC,1.0,Pb-206,,,,,,,,,
Bi-207,Bi,83,207,,32.9,y,1038222868.0320001,32.9 y,1,β+ & EC,1.0,Pb-207,,,,,,,,,
Bi-208,Bi,83,208,,3.68E+5,y,11612948797440.0,0.368 My,1,EC,1.0,Pb-208,,,,,,,,,
Bi-210,Bi,83,210,,5.013,d,433123.2,5.013 d,2,β-,1.0,Po-210,α,1.32e-06,Tl-206,,,,,,
Bi-210m,Bi,83,210,m,3.04E+6,y,95933055283200.0,3.04 My,1,α,1.0,Tl-206,,,,,,,,,
Bi-211,Bi,83,211,,2.14,m,128.4,2.14 m,2,α,0.99724,Tl-207,β-,0.00276,Po-211,,,,,,
Bi-212,Bi,83,212,,60.55,m,3633.0,60.55 m,2,β-,0.6406,Po-212,α,0.3594,Tl-208,,,,,,
Bi-212n,Bi,83,212,n,7.0,m,420.0,7.0 m,1,β-,1.0,Po-212m,,,,,,,,,
Bi-213,Bi,83,213,,45.59,m,2735.4,45.59 m,2,β-,0.9791,Po-213,α,0.0209,Tl-209,,,,,,
Bi-214,Bi,83,214,,19.9,m,1194.0,19.9 m,2,β-,0.99979,Po-214,α,0.00021,Tl-210,,,,,,
Bi-215,Bi,83,215,,7.6,m,456.0,7.6 m,1,β-,1.0,Po-215,,,,,,,,,
Bi-216,Bi,83,216,,2.17,m,130.2,2.17 m,1,β-,1.0,Po-216,,,,,,,,,
Bk-245,Bk,97,245,,4.94,d,426816.00000000006,4.94 d,2,EC,0.9988,Cm-245,α,0.0012,Am-241,,,,,,
Bk-246,Bk,97,246,,1.80,d,155520.0,1.80 d,1,EC,1.0,Cm-246,,,,,,,,,
Bk-247,Bk,97,247,,1.38E+3,y,43548557990.4,1.38 ky,1,α,1.0,Am-243,,,,,,,,,
Bk-248m,Bk,97,248,m,23.7,h,85320.0,23.7 h,2,β-,0.7,Cf-248,EC,0.3,Cm-248,,,,,,
Bk-249,Bk,97,249,,330,d,28512000.0,330 d,2,β-,1.0,Cf-249,α,1.45e-05,Am-245,,,,,,
Bk-250,Bk,97,250,,3.212,h,11563.2,3.212 h,1,β-,1.0,Cf-250,,,,,,,,,
Bk-251,Bk,97,251,,55.6,m,3336.0,55.6 m,1,β-,1.0,Cf-251,,,,,,,,,
Br-72,Br,35,72,,78.6,s,78.6,78.6 s,1,β+ & EC,1.0,Se-72,,,,,,,,,
Br-73,Br,35,73,,3.4,m,204.0,3.4 m,2,β+ & EC,0.99881,Se-73m,β+ & EC,0.001192,Se-73,,,,,,
Br-74,Br,35,74,,25.4,m,1524.0,25.4 m,1,β+ & EC,1.0,Se-74,,,,,,,,,
Br-74m,Br,35,74,m,46,m,2760.0,46 m,1,β+ & EC,1.0,Se-74,,,,,,,,,
Br-75,Br,35,75,,96.7,m,5802.0,96.7 m,1,β+ & EC,1.0,Se-75,,,,,,,,,
Br-76,Br,35,76,,16.2,h,58320.0,16.2 h,1,β+ & EC,1.0,Se-76,,,,,,,,,
Br-76m,Br,35,76,m,1.31,s,1.31,1.31 s,2,IT,0.997,Br-76,β+ & EC,0.003,Se-76,,,,,,
Br-77,Br,35,77,,57.036,h,205329.6,57.036 h,1,β+ & EC,1.0,Se-77,,,,,,,,,
Br-77m,Br,35,77,m,4.28,m,256.8,4.28 m,1,IT,1.0,Br-77,,,,,,,,,
Br-78,Br,35,78,,6.46,m,387.6,6.46 m,2,β+ & EC,0.9999,Se-78,β-,0.0001,Kr-78,,,,,,
Br-80,Br,35,80,,17.68,m,1060.8,17.68 m,2,β-,0.917,Kr-80,β+ & EC,0.083,Se-80,,,,,,
Br-80m,Br,35,80,m,4.4205,h,15913.8,4.4205 h,1,IT,1.0,Br-80,,,,,,,,,
Br-82,Br,35,82,,35.30,h,127079.99999999999,35.30 h,1,β-,1.0,Kr-82,,,,,,,,,
Br-82m,Br,35,82,m,6.13,m,367.8,6.13 m,2,IT,0.976,Br-82,β-,0.024,Kr-82,,,,,,
Br-83,Br,35,83,,2.40,h,8640.0,2.40 h,2,β-,0.99845,Kr-83m,β-,0.0015519,Kr-83,,,,,,
Br-84,Br,35,84,,31.80,m,1908.0,31.80 m,1,β-,1.0,Kr-84,,,,,,,,,
Br-84m,Br,35,84,m,6.0,m,360.0,6.0 m,1,β-,1.0,Kr-84,,,,,,,,,
Br-85,Br,35,85,,2.90,m,174.0,2.90 m,2,β-,0.99779,Kr-85m,β-,0.0022112,Kr-85,,,,,,
C-10,C,6,10,,19.255,s,19.255,19.255 s,1,β+ & EC,1.0,B-10,,,,,,,,,
C-11,C,6,11,,20.39,m,1223.4,20.39 m,1,β+ & EC,1.0,B-11,,,,,,,,,
C-14,C,6,14,,5.70E+3,y,179874478656.0,5.70 ky,1,β-,1.0,N-14,,,,,,,,,
Ca-41,Ca,20,41,,1.02E+5,y,3218806460160.0,0.102 My,1,EC,1.0,K-41,,,,,,,,,
Ca-45,Ca,20,45,,162.67,d,14054687.999999998,162.67 d,1,β-,1.0,Sc-45,,,,,,,,,
Ca-47,Ca,20,47,,4.536,d,391910.39999999997,4.536 d,1,β-,1.0,Sc-47,,,,,,,,,
Ca-49,Ca,20,49,,8.718,m,523.08,8.718 m,1,β-,1.0,Sc-49,,,,,,,,,
Cd-101,Cd,48,101,,1.36,m,81.60000000000001,1.36 m,1,β+ & EC,1.0,Ag-101,,,,,,,,,
Cd-102,Cd,48,102,,5.5,m,330.0,5.5 m,2,β+ & EC,0.94624,Ag-102m,β+ & EC,0.053762,Ag-102,,,,,,
Cd-103,Cd,48,103,,7.3,m,438.0,7.3 m,1,β+ & EC,1.0,Ag-103,,,,,,,,,
Cd-104,Cd,48,104,,57.7,m,3462.0,57.7 m,1,EC,1.0,Ag-104m,,,,,,,,,
Cd-105,Cd,48,105,,55.5,m,3330.0,55.5 m,2,β+ & EC,0.82963,Ag-105m,β+ & EC,0.17037,Ag-105,,,,,,
Cd-107,Cd,48,107,,6.50,h,23400.0,6.50 h,1,β+ & EC,1.0,Ag-107,,,,,,,,,
Cd-109,Cd,48,109,,461.4,d,39864960.0,461.4 d,1,EC,1.0,Ag-109,,,,,,,,,
Cd-111m,Cd,48,111,m,48.50,m,2910.0,48.50 m,1,IT,1.0,Cd-111,,,,,,,,,
Cd-113,Cd,48,113,,7.7E+15,y,2.42988330816e+23,7.7 Py,1,β-,1.0,In-113,,,,,,,,,
Cd-113m,Cd,48,113,m,14.1,y,444952657.72800004,14.1 y,2,IT,0.0014,Cd-113,β-,0.9986,In-113,,,,,,
Cd-115,Cd,48,115,,53.46,h,192456.0,53.46 h,1,β-,1.0,In-115m,,,,,,,,,
Cd-115m,Cd,48,115,m,44.6,d,3853440.0,44.6 d,2,β-,0.99989,In-115,β-,0.00010578,In-115m,,,,,,
Cd-117,Cd,48,117,,2.49,h,8964.0,2.49 h,2,β-,0.91507,In-117m,β-,0.084933,In-117,,,,,,
Cd-117m,Cd,48,117,m,3.36,h,12096.0,3.36 h,2,β-,0.99002,In-117,β-,0.0099831,In-117m,,,,,,
Cd-118,Cd,48,118,,50.3,m,3018.0,50.3 m,1,β-,1.0,In-118,,,,,,,,,
Cd-119,Cd,48,119,,2.69,m,161.4,2.69 m,2,β-,0.90091,In-119m,β-,0.099092,In-119,,,,,,
Cd-119m,Cd,48,119,m,2.20,m,132.0,2.20 m,2,β-,0.99787,In-119,β-,0.0021328,In-119m,,,,,,
Ce-130,Ce,58,130,,22.9,m,1374.0,22.9 m,1,β+ & EC,1.0,La-130,,,,,,,,,
Ce-131,Ce,58,131,,10.2,m,612.0,10.2 m,1,β+ & EC,1.0,La-131,,,,,,,,,
Ce-132,Ce,58,132,,3.51,h,12636.0,3.51 h,1,EC,1.0,La-132,,,,,,,,,
Ce-133,Ce,58,133,,97,m,5820.0,97 m,1,β+ & EC,1.0,La-133,,,,,,,,,
Ce-133m,Ce,58,133,m,4.9,h,17640.0,4.9 h,1,β+ & EC,1.0,La-133,,,,,,,,,
Ce-134,Ce,58,134,,3.16,d,273024.0,3.16 d,1,EC,1.0,La-134,,,,,,,,,
Ce-135,Ce,58,135,,17.7,h,63720.0,17.7 h,1,β+ & EC,1.0,La-135,,,,,,,,,
Ce-137,Ce,58,137,,9.0,h,32400.0,9.0 h,1,β+ & EC,1.0,La-137,,,,,,,,,
Ce-137m,Ce,58,137,m,34.4,h,123840.0,34.4 h,2,IT,0.9922,Ce-137,EC,0.0078,La-137,,,,,,
Ce-139,Ce,58,139,,137.641,d,11892182.399999999,137.641 d,1,EC,1.0,La-139,,,,,,,,,
Ce-141,Ce,58,141,,32.508,d,2808691.2,32.508 d,1,β-,1.0,Pr-141,,,,,,,,,
Ce-143,Ce,58,143,,33.039,h,118940.40000000001,33.039 h,1,β-,1.0,Pr-143,,,,,,,,,
Ce-144,Ce,58,144,,284.91,d,24616224.000000004,284.91 d,2,β-,0.99023,Pr-144,β-,0.0097699,Pr-144m,,,,,,
Ce-145,Ce,58,145,,3.01,m,180.6,3.01 m,1,β-,1.0,Pr-145,,,,,,,,,
Cf-244,Cf,98,244,,19.4,m,1164.0,19.4 m,1,α,1.0,Cm-240,,,,,,,,,
